lat,long,elev,timediff,current_time,OBUID
408621874,-778347780,3341,1:11:16.330000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 599000),)",2a3c600d
408620878,-778352833,3320,1:11:16.350000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 616000),)",2a3c603c
408621828,-778347926,3342,1:11:16.430000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 697000),)",2a3c600d
408620862,-778352992,3320,1:11:16.450000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 720000),)",2a3c603c
408621783,-778348073,3341,1:11:16.540000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 805000),)",2a3c600d
408620849,-778353149,3319,1:11:16.550000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 820000),)",2a3c603c
408621741,-778348221,3341,1:11:16.640000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 905000),)",2a3c600d
408620834,-778353307,3319,1:11:16.660000,"(datetime.datetime(2026, 8, 21, 17, 6, 17, 923000),)",2a3c603c
408621699,-778348371,3341,1:11:16.730000,"(datetime.datetime(2026, 8, 21, 17, 6, 18),)",2a3c600d
408620819,-778353466,3319,1:11:16.750000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 16000),)",2a3c603c
408621657,-778348519,3341,1:11:16.830000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 97000),)",2a3c600d
408620811,-778353623,3319,1:11:16.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 121000),)",2a3c603c
408621613,-778348662,3341,1:11:16.930000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 197000),)",2a3c600d
408620793,-778353780,3319,1:11:16.950000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 213000),)",2a3c603c
408621575,-778348815,3341,1:11:17.030000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 298000),)",2a3c600d
408620784,-778353940,3319,1:11:17.050000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 314000),)",2a3c603c
408621537,-778348960,3340,1:11:17.130000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 397000),)",2a3c600d
408620772,-778354098,3320,1:11:17.150000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 413000),)",2a3c603c
408621498,-778349113,3340,1:11:17.230000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 497000),)",2a3c600d
408620768,-778354262,3319,1:11:17.250000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 514000),)",2a3c603c
408621463,-778349264,3340,1:11:17.330000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 597000),)",2a3c600d
408620758,-778354414,3319,1:11:17.340000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 612000),)",2a3c603c
408621424,-778349415,3340,1:11:17.430000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 697000),)",2a3c600d
408620750,-778354574,3319,1:11:17.450000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 719000),)",2a3c603c
408621389,-778349565,3340,1:11:17.530000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 797000),)",2a3c600d
408620746,-778354733,3319,1:11:17.550000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 814000),)",2a3c603c
408621355,-778349717,3340,1:11:17.630000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 897000),)",2a3c600d
408620742,-778354893,3319,1:11:17.650000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 920000),)",2a3c603c
408621318,-778349869,3340,1:11:17.730000,"(datetime.datetime(2026, 8, 21, 17, 6, 18, 997000),)",2a3c600d
408620736,-778355051,3319,1:11:17.750000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 15000),)",2a3c603c
408621318,-778349869,3340,1:11:17.830000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 97000),)",2a3c600d
408620735,-778355211,3319,1:11:17.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 121000),)",2a3c603c
408621285,-778350022,3340,1:11:17.940000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 206000),)",2a3c600d
408621249,-778350165,3340,1:11:18.030000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 298000),)",2a3c600d
408620719,-778355371,3319,1:11:18.050000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 314000),)",2a3c603c
408621221,-778350323,3340,1:11:18.130000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 397000),)",2a3c600d
408620723,-778355690,3319,1:11:18.150000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 413000),)",2a3c603c
408621191,-778350472,3340,1:11:18.160000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 424000),)",2a3c600d
408620723,-778355690,3319,1:11:18.180000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 448000),)",2a3c603c
408621161,-778350629,3340,1:11:18.250000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 516000),)",2a3c600d
408620728,-778355847,3318,1:11:18.260000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 530000),)",2a3c603c
408621132,-778350784,3340,1:11:18.350000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 619000),)",2a3c600d
408620730,-778356006,3318,1:11:18.370000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 636000),)",2a3c603c
408621103,-778350938,3340,1:11:18.450000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 718000),)",2a3c600d
408620735,-778356165,3318,1:11:18.470000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 732000),)",2a3c603c
408620744,-778356322,3318,1:11:18.560000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 823000),)",2a3c603c
408621049,-778351247,3340,1:11:18.570000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 838000),)",2a3c600d
408621049,-778351247,3340,1:11:18.650000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 917000),)",2a3c600d
408620749,-778356482,3318,1:11:18.670000,"(datetime.datetime(2026, 8, 21, 17, 6, 19, 933000),)",2a3c603c
408621024,-778351401,3340,1:11:18.750000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 17000),)",2a3c600d
408620761,-778356637,3318,1:11:18.770000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 33000),)",2a3c603c
408620999,-778351558,3340,1:11:18.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 118000),)",2a3c600d
408620769,-778356797,3318,1:11:18.870000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 134000),)",2a3c603c
408620971,-778351708,3339,1:11:18.950000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 217000),)",2a3c600d
408620768,-778356961,3320,1:11:18.960000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 232000),)",2a3c603c
408620949,-778351863,3339,1:11:19.050000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 317000),)",2a3c600d
408620785,-778357124,3319,1:11:19.070000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 333000),)",2a3c603c
408620928,-778352020,3339,1:11:19.150000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 417000),)",2a3c600d
408620799,-778357279,3319,1:11:19.170000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 433000),)",2a3c603c
408620905,-778352176,3339,1:11:19.250000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 517000),)",2a3c600d
408620812,-778357437,3319,1:11:19.260000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 531000),)",2a3c603c
408620886,-778352333,3339,1:11:19.350000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 618000),)",2a3c600d
408620825,-778357595,3319,1:11:19.370000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 633000),)",2a3c603c
408620867,-778352490,3339,1:11:19.450000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 718000),)",2a3c600d
408620842,-778357753,3319,1:11:19.470000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 734000),)",2a3c603c
