lat,long,elev,,,,,,,,,
40.86391198,-77.83622594,333.093958,,,,,,,,,
40.86384954,-77.83654542,331.81,,,,,,,,,
40.86384398,-77.83653456,331.8573402,,,,,,,,,
40.86383826,-77.83652377,331.9081602,,,,,,,,,
40.8638325,-77.83651279,331.9622744,,,,,,,,,
40.86382683,-77.83650139,332.0193825,,,,,,,,,
40.86382144,-77.83648939,332.0788904,,,,,,,,,
40.86381658,-77.83647666,332.1397264,,,,,,,,,
40.86381247,-77.83646319,332.2015472,,,,,,,,,
40.86380918,-77.83644911,332.2685913,,,,,,,,,
40.86380656,-77.83643449,332.3459074,,,,,,,,,
40.86380469,-77.8364194,332.4287192,,,,,,,,,
40.86380386,-77.83640401,332.5058523,,,,,,,,,
40.86380445,-77.83638867,332.5642935,,,,,,,,,
40.86380628,-77.8363736,332.6050439,,,,,,,,,
40.86380903,-77.83635888,332.6352398,,,,,,,,,
40.86381223,-77.83634546,332.6584028,,,,,,,,,
40.86381585,-77.83633237,332.6789633,,,,,,,,,
40.86381918,-77.83632118,332.6956526,,,,,,,,,
40.86382255,-77.83631001,332.7122206,,,,,,,,,
40.86326895,-77.83723367,331.6,,,,,,,,,
40.8638259,-77.83629882,332.7298681,,,,,,,,,
40.86382919,-77.83628758,332.7507902,,,,,,,,,
40.86383243,-77.83627631,332.7773802,,,,,,,,,
40.86383562,-77.83626499,332.8120488,,,,,,,,,
40.86383875,-77.83625364,332.8559313,,,,,,,,,
40.8638418,-77.83624223,332.906622,,,,,,,,,
40.86326127,-77.83724124,331.6680079,,,,,,,,,
40.86384472,-77.83623072,332.9608139,,,,,,,,,
40.86325357,-77.83724871,331.7230908,,,,,,,,,
40.86384749,-77.83621908,333.015082,,,,,,,,,
40.86324587,-77.8372561,331.7684889,,,,,,,,,
40.86385006,-77.8362073,333.0658908,,,,,,,,,
40.86385239,-77.83619534,333.1095719,,,,,,,,,
40.86323816,-77.83726346,331.8073151,,,,,,,,,
40.86385444,-77.83618317,333.1422881,,,,,,,,,
40.86323046,-77.83727081,331.8426233,,,,,,,,,
40.86322278,-77.83727818,331.8774351,,,,,,,,,
40.86321511,-77.83728561,331.9146199,,,,,,,,,
40.86320743,-77.83729301,331.955634,,,,,,,,,
40.86319962,-77.8373002,331.9997693,,,,,,,,,
40.8631916,-77.83730694,332.0459115,,,,,,,,,
40.86318427,-77.83731239,332.0871145,,,,,,,,,
40.86317673,-77.83731716,332.1262979,,,,,,,,,
40.86316895,-77.83732104,332.1608621,,,,,,,,,
40.86316101,-77.83732408,332.1903427,,,,,,,,,
40.86315297,-77.83732636,332.2154976,,,,,,,,,
40.86314485,-77.83732799,332.2373376,,,,,,,,,
40.86313666,-77.83732906,332.2568319,,,,,,,,,
40.86312842,-77.83732966,332.2748668,,,,,,,,,
40.86312018,-77.83732986,332.2923016,,,,,,,,,
40.86328119,-77.8372684,331.74,,,,,,,,,
40.86327342,-77.83727497,331.7928544,,,,,,,,,
40.86326569,-77.83728165,331.8482087,,,,,,,,,
40.86325801,-77.83728846,331.9047619,,,,,,,,,
40.86325038,-77.83729539,331.9612293,,,,,,,,,
40.86324282,-77.83730247,332.0163205,,,,,,,,,
40.86323532,-77.83730969,332.0689128,,,,,,,,,
40.86322785,-77.837317,332.118812,,,,,,,,,
40.86322037,-77.83732434,332.1664507,,,,,,,,,
40.86321284,-77.8373316,332.2123108,,,,,,,,,
40.86320514,-77.83733855,332.2568969,,,,,,,,,
40.86319613,-77.83734566,332.3062886,,,,,,,,,
40.8631866,-77.83735175,332.3553534,,,,,,,,,
40.86317659,-77.83735667,332.4027101,,,,,,,,,
40.86316623,-77.83736035,332.4461747,,,,,,,,,
40.86315565,-77.83736265,332.4834611,,,,,,,,,
40.863145,-77.83736392,332.5153576,,,,,,,,,
40.86313436,-77.83736445,332.5429567,,,,,,,,,
40.86312376,-77.83736451,332.5672505,,,,,,,,,
40.86311321,-77.83736435,332.5892549,,,,,,,,,
40.86502607,-77.83567966,335.5,,,,,,,,,
40.86502141,-77.83568918,335.4864804,,,,,,,,,
40.86501725,-77.83569884,335.4659431,,,,,,,,,
40.86501326,-77.83570858,335.4408786,,,,,,,,,
40.8650092,-77.83571828,335.4134607,,,,,,,,,
40.86500483,-77.83572778,335.3859187,,,,,,,,,
40.86499995,-77.83573687,335.3604223,,,,,,,,,
40.8649945,-77.83574542,335.3375442,,,,,,,,,
40.86498858,-77.83575342,335.3162373,,,,,,,,,
40.8649823,-77.83576089,335.2947586,,,,,,,,,
40.86497573,-77.83576794,335.2706013,,,,,,,,,
40.864969,-77.83577469,335.2399952,,,,,,,,,
40.86496218,-77.83578129,335.198803,,,,,,,,,
40.86495536,-77.83578788,335.1436808,,,,,,,,,
40.86494856,-77.8357945,335.0763038,,,,,,,,,
40.86494132,-77.83580152,334.9978299,,,,,,,,,
40.86493407,-77.83580845,334.9193381,,,,,,,,,
40.86492678,-77.83581525,334.8464536,,,,,,,,,
40.86491941,-77.83582197,334.7802073,,,,,,,,,
40.86491193,-77.83582867,334.7205562,,,,,,,,,
40.86490437,-77.83583536,334.6677036,,,,,,,,,
40.86489674,-77.83584206,334.6218596,,,,,,,,,
40.86488908,-77.83584878,334.5833298,,,,,,,,,
40.86488143,-77.83585552,334.5518198,,,,,,,,,
40.86487379,-77.83586226,334.5245484,,,,,,,,,
40.86486618,-77.83586903,334.4979571,,,,,,,,,
40.8648586,-77.83587581,334.4685017,,,,,,,,,
40.86485104,-77.83588262,334.4325677,,,,,,,,,
40.8648435,-77.83588946,334.3867071,,,,,,,,,
40.86483599,-77.83589633,334.3297339,,,,,,,,,
40.86482849,-77.83590323,334.2627259,,,,,,,,,
40.86482102,-77.83591016,334.1869611,,,,,,,,,
40.86481356,-77.83591711,334.1037213,,,,,,,,,
40.86480611,-77.83592409,334.0142903,,,,,,,,,
40.86479868,-77.83593109,333.9199546,,,,,,,,,
40.86479125,-77.8359381,333.8220047,,,,,,,,,
40.86478383,-77.83594512,333.7217351,,,,,,,,,
40.86477642,-77.83595216,333.6204446,,,,,,,,,
40.86476901,-77.8359592,333.5194362,,,,,,,,,
40.86505484,-77.83569075,335.63,,,,,,,,,
40.86505023,-77.83570215,335.6118587,,,,,,,,,
40.86504572,-77.83571362,335.5967429,,,,,,,,,
40.86504112,-77.83572507,335.5818008,,,,,,,,,
40.86503627,-77.83573639,335.5642021,,,,,,,,,
40.865031,-77.83574744,335.5410856,,,,,,,,,
40.86502519,-77.83575804,335.5103102,,,,,,,,,
40.86501887,-77.83576812,335.4730298,,,,,,,,,
40.86501219,-77.83577774,335.433264,,,,,,,,,
40.86500525,-77.83578698,335.3938833,,,,,,,,,
40.86499808,-77.83579587,335.3554994,,,,,,,,,
40.86499069,-77.83580446,335.3179615,,,,,,,,,
40.86498309,-77.83581277,335.2810631,,,,,,,,,
40.86497533,-77.83582082,335.2432605,,,,,,,,,
40.86496743,-77.83582859,335.2013651,,,,,,,,,
40.86495989,-77.83583572,335.1555053,,,,,,,,,
40.86495226,-77.83584271,335.1005367,,,,,,,,,
40.86494455,-77.83584958,335.0345164,,,,,,,,,
40.86493682,-77.83585633,334.9595696,,,,,,,,,
40.86492912,-77.83586298,334.8795443,,,,,,,,,
40.86492145,-77.83586955,334.7979524,,,,,,,,,
40.86491383,-77.83587609,334.7181661,,,,,,,,,
40.86490626,-77.83588264,334.6430744,,,,,,,,,
40.8648987,-77.83588924,334.5740009,,,,,,,,,
40.86489115,-77.8358959,334.5102363,,,,,,,,,
40.86488362,-77.83590261,334.4508288,,,,,,,,,
40.86487609,-77.83590938,334.3947184,,,,,,,,,
40.86486858,-77.83591617,334.3410603,,,,,,,,,
40.86486108,-77.83592299,334.2888726,,,,,,,,,
40.86485358,-77.83592983,334.2371724,,,,,,,,,
40.8648461,-77.83593667,334.1849756,,,,,,,,,
40.86483863,-77.83594353,334.1312976,,,,,,,,,
40.86483115,-77.83595038,334.0751535,,,,,,,,,
40.86482368,-77.83595723,334.015558,,,,,,,,,
40.86481621,-77.83596407,333.9515242,,,,,,,,,
40.86480872,-77.83597089,333.8820627,,,,,,,,,
40.86480123,-77.83597769,333.8061799,,,,,,,,,
40.86479373,-77.83598446,333.7228771,,,,,,,,,
40.86478621,-77.8359912,333.631149,,,,,,,,,
40.86396046,-77.83624858,333.14,,,,,,,,,
40.8639653,-77.836238,333.1905659,,,,,,,,,
40.86397023,-77.83622748,333.2411333,,,,,,,,,
40.86397521,-77.836217,333.2914101,,,,,,,,,
40.86398021,-77.83620654,333.3411004,,,,,,,,,
40.86398519,-77.83619605,333.3899072,,,,,,,,,
40.86399013,-77.83618553,333.4375313,,,,,,,,,
40.863995,-77.83617493,333.4836713,,,,,,,,,
40.86399975,-77.83616424,333.5280228,,,,,,,,,
40.86400436,-77.83615342,333.5702792,,,,,,,,,
40.86400879,-77.83614246,333.6102273,,,,,,,,,
40.86401302,-77.83613134,333.6481223,,,,,,,,,
40.86401701,-77.83612008,333.684771,,,,,,,,,
40.86402076,-77.83610866,333.7210396,,,,,,,,,
40.86402424,-77.83609711,333.7577896,,,,,,,,,
40.86402755,-77.836085,333.7973104,,,,,,,,,
40.86403051,-77.83607276,333.8390679,,,,,,,,,
40.86403314,-77.83606041,333.8830923,,,,,,,,,
40.86403542,-77.83604792,333.9286989,,,,,,,,,
40.86403737,-77.83603521,333.975347,,,,,,,,,
40.86403899,-77.83602227,334.0220957,,,,,,,,,
40.86404026,-77.83600913,334.0678539,,,,,,,,,
40.86404112,-77.8359958,334.1112402,,,,,,,,,
40.86404162,-77.83598246,334.1517865,,,,,,,,,
40.8640418,-77.83596923,334.1905609,,,,,,,,,
40.86404169,-77.83595612,334.2291262,,,,,,,,,
40.86404134,-77.83594313,334.2686818,,,,,,,,,
40.8640407,-77.83593025,334.3097588,,,,,,,,,
40.86403973,-77.83591742,334.3527762,,,,,,,,,
40.86403836,-77.83590465,334.3979494,,,,,,,,,
40.86403658,-77.83589197,334.4455087,,,,,,,,,
40.86403441,-77.83587939,334.495855,,,,,,,,,
40.86403191,-77.83586695,334.5493541,,,,,,,,,
40.86402913,-77.83585466,334.6063753,,,,,,,,,
40.86402612,-77.83584253,334.6676407,,,,,,,,,
40.86402292,-77.83583053,334.7332928,,,,,,,,,
40.86401955,-77.83581866,334.8028326,,,,,,,,,
40.864016,-77.83580691,334.875472,,,,,,,,,
40.86401228,-77.83579528,334.9503645,,,,,,,,,
40.86400837,-77.83578376,335.0266229,,,,,,,,,
40.8640043,-77.83577236,335.1031896,,,,,,,,,
40.8640001,-77.83576117,335.1780966,,,,,,,,,
40.86399576,-77.83575006,335.2506725,,,,,,,,,
40.86399129,-77.83573904,335.3197036,,,,,,,,,
40.86398669,-77.8357281,335.3842829,,,,,,,,,
40.86398195,-77.83571726,335.4436175,,,,,,,,,
40.86397709,-77.8357065,335.4969209,,,,,,,,,
40.8639721,-77.83569583,335.5434105,,,,,,,,,
40.86396698,-77.83568526,335.5822859,,,,,,,,,
40.86396172,-77.83567477,335.6127298,,,,,,,,,
40.86395633,-77.83566439,335.6339167,,,,,,,,,
40.86395082,-77.83565411,335.6450239,,,,,,,,,
40.86394518,-77.83564395,335.6452456,,,,,,,,,
40.86393942,-77.83563391,335.6338087,,,,,,,,,
40.86391644,-77.83621572,333.14,,,,,,,,,
40.86392277,-77.8362072,333.1616833,,,,,,,,,
40.86392887,-77.83619845,333.2011043,,,,,,,,,
40.86393474,-77.83618948,333.2519485,,,,,,,,,
40.86394037,-77.8361803,333.3080031,,,,,,,,,
40.86394576,-77.83617092,333.3631842,,,,,,,,,
40.86395091,-77.83616134,333.412259,,,,,,,,,
40.86395583,-77.83615159,333.4571828,,,,,,,,,
40.86396057,-77.83614169,333.5040102,,,,,,,,,
40.86396514,-77.83613164,333.5565799,,,,,,,,,
40.86396953,-77.83612143,333.612673,,,,,,,,,
40.86397371,-77.83611107,333.6686706,,,,,,,,,
40.86397764,-77.83610053,333.721115,,,,,,,,,
40.86398131,-77.83608983,333.7691285,,,,,,,,,
40.8639847,-77.83607899,333.813498,,,,,,,,,
40.8639877,-77.83606837,333.8538216,,,,,,,,,
40.86399042,-77.8360576,333.8927076,,,,,,,,,
40.86399286,-77.83604668,333.9310149,,,,,,,,,
40.86399498,-77.83603565,333.9691662,,,,,,,,,
40.86399677,-77.83602463,334.006931,,,,,,,,,
40.86399822,-77.83601368,334.0441787,,,,,,,,,
40.86399932,-77.83600284,334.0808625,,,,,,,,,
40.86400007,-77.83599212,334.1169861,,,,,,,,,
40.8640005,-77.83598139,334.153043,,,,,,,,,
40.86400061,-77.83597051,334.189498,,,,,,,,,
40.86400042,-77.83595948,334.2262828,,,,,,,,,
40.86399994,-77.83594832,334.2632722,,,,,,,,,
40.8639992,-77.83593708,334.3002207,,,,,,,,,
40.86399825,-77.83592585,334.3367356,,,,,,,,,
40.86399709,-77.83591466,334.3733089,,,,,,,,,
40.86399571,-77.83590354,334.4110108,,,,,,,,,
40.86399407,-77.83589248,334.4509492,,,,,,,,,
40.86399214,-77.83588147,334.4943249,,,,,,,,,
40.8639899,-77.83587053,334.5423243,,,,,,,,,
40.86398734,-77.83585967,334.5954999,,,,,,,,,
40.8639845,-77.83584888,334.6537518,,,,,,,,,
40.86398143,-77.83583818,334.7167149,,,,,,,,,
40.86397817,-77.83582756,334.7839452,,,,,,,,,
40.86397478,-77.83581701,334.8550662,,,,,,,,,
40.86397126,-77.83580652,334.9294084,,,,,,,,,
40.8639676,-77.83579611,335.0058429,,,,,,,,,
40.86396374,-77.83578569,335.0837436,,,,,,,,,
40.86395969,-77.83577539,335.1609782,,,,,,,,,
40.86395544,-77.83576524,335.2361647,,,,,,,,,
40.86395098,-77.83575525,335.3080215,,,,,,,,,
40.86394632,-77.83574542,335.3754388,,,,,,,,,
40.86394148,-77.83573575,335.4373638,,,,,,,,,
40.86393647,-77.83572622,335.4927667,,,,,,,,,
40.8639313,-77.83571683,335.5406105,,,,,,,,,
40.86392599,-77.83570757,335.579846,,,,,,,,,
40.86392056,-77.83569843,335.6094159,,,,,,,,,
40.86391501,-77.83568942,335.6282608,,,,,,,,,
40.86390936,-77.83568052,335.6353276,,,,,,,,,
40.86390364,-77.83567175,335.6295802,,,,,,,,,
40.86396058,-77.83668266,331.34,,,,,,,,,
40.86396316,-77.836691,331.325901,,,,,,,,,
40.86396399,-77.83669967,331.3047807,,,,,,,,,
40.86396367,-77.83670716,331.2831327,,,,,,,,,
40.86396145,-77.83671377,331.2703756,,,,,,,,,
40.86395862,-77.83672056,331.2587627,,,,,,,,,
40.86395454,-77.83672724,331.2508801,,,,,,,,,
40.86394967,-77.83673398,331.2328459,,,,,,,,,
40.86394336,-77.83674191,331.20473,,,,,,,,,
40.86393682,-77.83674951,331.1785816,,,,,,,,,
40.86393015,-77.83675691,331.163412,,,,,,,,,
40.86392338,-77.83676417,331.1597247,,,,,,,,,
40.86391651,-77.83677128,331.1592153,,,,,,,,,
40.86390953,-77.83677824,331.1524739,,,,,,,,,
40.86398246,-77.83666323,331.3,,,,,,,,,
40.86398848,-77.83667557,331.290409,,,,,,,,,
40.8639933,-77.83669038,331.2790919,,,,,,,,,
40.86399465,-77.83670686,331.2523593,,,,,,,,,
40.86399022,-77.83672279,331.236234,,,,,,,,,
40.863983,-77.8367365,331.2080752,,,,,,,,,
40.86397533,-77.8367483,331.1654119,,,,,,,,,
40.86396742,-77.83675868,331.1293535,,,,,,,,,
40.86396036,-77.83676691,331.106911,,,,,,,,,
40.86395305,-77.83677473,331.0868318,,,,,,,,,
40.8639455,-77.83678213,331.0611288,,,,,,,,,
40.86393775,-77.83678917,331.0289824,,,,,,,,,
40.86392991,-77.83679599,331.0016061,,,,,,,,,
40.86392205,-77.83680273,330.991223,,,,,,,,,
40.86324829,-77.83737495,332.46,,,,,,,,,
40.86323906,-77.83737242,332.4482991,,,,,,,,,
40.86322984,-77.83736982,332.436829,,,,,,,,,
40.86322064,-77.83736715,332.4255936,,,,,,,,,
40.86321144,-77.8373644,332.4145934,,,,,,,,,
40.86320226,-77.83736158,332.403829,,,,,,,,,
40.86319308,-77.83735869,332.3933009,,,,,,,,,
40.86318392,-77.83735573,332.3830096,,,,,,,,,
40.86317477,-77.83735269,332.3729451,,,,,,,,,
40.86316574,-77.83734962,332.36324,,,,,,,,,
40.86315673,-77.83734647,332.3537718,,,,,,,,,
40.86314774,-77.83734326,332.344541,,,,,,,,,
40.86313876,-77.83733998,332.3355482,,,,,,,,,
40.86312981,-77.83733664,332.3267938,,,,,,,,,
40.86312088,-77.83733322,332.3182783,,,,,,,,,
40.86324236,-77.83741048,332.78,,,,,,,,,
40.86323306,-77.83740759,332.7651435,,,,,,,,,
40.86322377,-77.83740467,332.7508028,,,,,,,,,
40.86321448,-77.83740173,332.7369731,,,,,,,,,
40.8632052,-77.83739876,332.7236538,,,,,,,,,
40.86319593,-77.83739577,332.7108444,,,,,,,,,
40.86318666,-77.83739275,332.6985442,,,,,,,,,
40.8631774,-77.83738971,332.686753,,,,,,,,,
40.86316816,-77.83738665,332.6754822,,,,,,,,,
40.8631588,-77.83738353,332.6645809,,,,,,,,,
40.86314944,-77.83738038,332.6541949,,,,,,,,,
40.86314009,-77.8373772,332.6443242,,,,,,,,,
40.86313073,-77.83737399,332.634969,,,,,,,,,
40.86312137,-77.83737076,332.6261293,,,,,,,,,
40.86311202,-77.8373675,332.6178055,,,,,,,,,
40.86401636,-77.83667883,331.3,,,,,,,,,
40.86400868,-77.83668595,331.2901225,,,,,,,,,
40.86400102,-77.83669306,331.2800432,,,,,,,,,
40.86399336,-77.83670017,331.2697429,,,,,,,,,
40.86398571,-77.83670728,331.2592219,,,,,,,,,
40.86397806,-77.8367144,331.2484803,,,,,,,,,
40.86397042,-77.83672151,331.2375183,,,,,,,,,
40.86396278,-77.83672862,331.226336,,,,,,,,,
40.8639552,-77.83673569,331.2150129,,,,,,,,,
40.86394766,-77.83674272,331.2035299,,,,,,,,,
40.86394012,-77.83674976,331.1918263,,,,,,,,,
40.86393258,-77.8367568,331.1799019,,,,,,,,,
40.86392504,-77.83676385,331.1677568,,,,,,,,,
40.86391751,-77.8367709,331.1553907,,,,,,,,,
40.86390997,-77.83677795,331.1428038,,,,,,,,,
40.86403188,-77.83671236,331.16,,,,,,,,,
40.86402409,-77.83671873,331.1616291,,,,,,,,,
40.86401629,-77.83672512,331.161627,,,,,,,,,
40.86400848,-77.83673152,331.1599853,,,,,,,,,
40.86400068,-77.83673793,331.1567017,,,,,,,,,
40.86399287,-77.83674435,331.1517745,,,,,,,,,
40.86398507,-77.83675078,331.1452017,,,,,,,,,
40.86397727,-77.83675722,331.1369815,,,,,,,,,
40.86396941,-77.83676371,331.1270431,,,,,,,,,
40.86396151,-77.83677025,331.1153746,,,,,,,,,
40.86395362,-77.83677678,331.1020212,,,,,,,,,
40.86394574,-77.83678333,331.0869837,,,,,,,,,
40.86393786,-77.83678988,331.0702629,,,,,,,,,
40.86392998,-77.83679643,331.0518594,,,,,,,,,
40.86392211,-77.83680299,331.0317739,,,,,,,,,
40.86493654,-77.83605075,335,,,,,,,,,
40.86493345,-77.83606191,334.98981,,,,,,,,,
40.86476161,-77.83596624,333.42,,,,,,,,,
40.8647545,-77.83597363,333.3575959,,,,,,,,,
40.86474738,-77.83598103,333.3015175,,,,,,,,,
40.86474027,-77.83598842,333.2511024,,,,,,,,,
40.86473315,-77.83599581,333.2056793,,,,,,,,,
40.86472602,-77.83600319,333.1645786,,,,,,,,,
40.86471888,-77.83601055,333.1271315,,,,,,,,,
40.86471174,-77.83601789,333.0926702,,,,,,,,,
40.86470458,-77.83602522,333.0605276,,,,,,,,,
40.8646974,-77.83603252,333.030037,,,,,,,,,
40.86469021,-77.83603979,333.0005321,,,,,,,,,
40.864683,-77.83604703,332.9713468,,,,,,,,,
